REGION,BASELINE,OTHER,POPULATION,DISTRICT%,CUMULATIVE%
212,24,43,660,0.000900,1.000000
213,47,48,478,0.000600,1.000000
214,40,39,100,0.000100,1.000000
215,10,17,37,0.000000,1.000000
216,18,22,16,0.000000,1.000000
217,18,26,11,0.000000,1.000000
218,1,8,7,0.000000,1.000000
219,10,19,7,0.000000,1.000000
220,15,50,0,0.000000,1.000000
221,25,31,0,0.000000,1.000000
222,31,27,0,0.000000,1.000000
