REGION,BASELINE,OTHER,POPULATION,DISTRICT%,CUMULATIVE%
113,30,9,126838,0.166800,0.894900
114,24,29,125563,0.165100,0.898000
115,38,8,124331,0.163500,0.901200
116,7,50,122007,0.160500,0.904300
117,48,1,117558,0.154600,0.907300
118,2,43,117512,0.154500,0.910200
119,41,17,112133,0.147500,0.913100
120,14,35,105074,0.138200,0.915700
121,28,24,103491,0.136100,0.918300
122,29,23,102159,0.134400,0.920900
123,21,26,99138,0.130400,0.923400
124,52,44,97541,0.128300,0.925900
125,8,42,94010,0.123600,0.928300
126,36,49,93326,0.122700,0.930600
127,29,24,92097,0.121100,0.933000
128,46,4,90131,0.118500,0.935200
129,12,50,88959,0.117000,0.937500
130,26,24,86179,0.113300,0.939700
131,35,28,84843,0.111600,0.941800
132,6,39,82522,0.108500,0.943900
133,16,13,82280,0.108200,0.946000
134,48,5,81378,0.107000,0.948000
135,7,37,80684,0.106100,0.950100
136,15,13,78637,0.103400,0.952100
137,14,32,76314,0.100400,0.954000
138,27,21,75579,0.099400,0.955900
139,29,21,74107,0.097500,0.957800
140,47,3,69630,0.091600,0.959500
141,21,29,67466,0.088700,0.961300
142,47,2,65870,0.086600,0.962900
143,10,36,61713,0.081200,0.964500
144,19,26,61537,0.080900,0.966000
145,33,16,60804,0.080000,0.967600
146,34,15,59717,0.078500,0.969100
147,24,25,52226,0.068700,0.970400
148,2,41,52010,0.068400,0.971700
149,43,10,51775,0.068100,0.973000
150,48,3,50774,0.066800,0.974300
151,14,13,49144,0.064600,0.975600
152,17,27,48491,0.063800,0.976800
153,24,26,48429,0.063700,0.978000
154,3,52,46684,0.061400,0.979200
155,10,13,41268,0.054300,0.980200
156,38,6,40933,0.053800,0.981300
157,13,13,37905,0.049900,0.982200
158,5,49,37422,0.049200,0.983200
159,40,8,33864,0.044500,0.984000
160,22,27,33274,0.043800,0.984900
161,26,22,32550,0.042800,0.985700
162,6,40,32124,0.042200,0.986500
163,33,19,31403,0.041300,0.987300
164,18,30,31219,0.041100,0.988100
165,36,31,30096,0.039600,0.988900
166,42,9,29519,0.038800,0.989600
167,37,19,28928,0.038000,0.990300
168,37,16,26807,0.035300,0.991000
169,11,38,26435,0.034800,0.991700
170,51,44,24706,0.032500,0.992300
171,2,48,20927,0.027500,0.992800
172,14,34,19932,0.026200,0.993300
173,34,22,18903,0.024900,0.993800
174,15,5,18638,0.024500,0.994300
175,15,1,15085,0.019800,0.994700
176,24,24,14038,0.018500,0.995000
177,17,28,13437,0.017700,0.995400
178,32,17,12785,0.016800,0.995700
179,52,49,12007,0.015800,0.996000
180,37,14,9874,0.013000,0.996200
181,44,37,8615,0.011300,0.996500
182,11,42,8613,0.011300,0.996700
183,30,19,7963,0.010500,0.996900
184,45,9,7855,0.010300,0.997100
185,2,47,7797,0.010300,0.997300
186,4,48,6926,0.009100,0.997400
187,14,31,6763,0.008900,0.997600
188,31,9,6436,0.008500,0.997800
189,33,25,6278,0.008300,0.997900
190,50,43,5837,0.007700,0.998100
191,29,17,5599,0.007400,0.998200
192,1,48,5542,0.007300,0.998400
193,1,46,5527,0.007300,0.998500
194,15,3,5445,0.007200,0.998600
195,14,37,5100,0.006700,0.998800
196,32,25,4912,0.006500,0.998900
197,9,38,4704,0.006200,0.999000
198,10,44,4592,0.006000,0.999100
199,1,36,4435,0.005800,0.999200
200,19,13,4418,0.005800,0.999400
201,46,1,3980,0.005200,0.999500
202,27,25,3434,0.004500,0.999500
203,34,19,3035,0.004000,0.999600
204,43,13,2834,0.003700,0.999700
205,39,15,2245,0.003000,0.999800
206,31,6,2171,0.002900,0.999800
207,30,6,1685,0.002200,0.999900
208,6,13,1380,0.001800,0.999900
209,9,43,1224,0.001600,0.999900
210,51,32,1071,0.001400,0.999900
211,18,35,963,0.001300,1.000000
212,20,41,673,0.000900,1.000000
213,51,46,615,0.000800,1.000000
