REGION,BASELINE,OTHER,POPULATION,DISTRICT%,CUMULATIVE%
145,2,17,11697,0.015300,0.998000
146,6,23,8898,0.011600,0.998300
147,3,37,6390,0.008300,0.998500
148,8,15,5912,0.007700,0.998700
149,34,28,5541,0.007200,0.998900
150,27,14,5221,0.006800,0.999100
151,36,34,5126,0.006700,0.999300
152,3,27,3883,0.005100,0.999400
153,27,10,3297,0.004300,0.999500
154,19,5,3126,0.004100,0.999600
155,6,32,3106,0.004000,0.999700
156,8,17,2815,0.003700,0.999800
157,32,17,1889,0.002500,0.999900
158,18,22,1861,0.002400,1.000000
159,11,25,866,0.001100,1.000000
160,9,17,46,0.000100,1.000000
