REGION,BASELINE,OTHER,POPULATION,DISTRICT%,CUMULATIVE%
150,23,35,11569,0.015100,0.995100
151,30,12,10835,0.014100,0.995500
152,11,22,10359,0.013500,0.995800
153,12,37,10001,0.013000,0.996200
154,31,16,9624,0.012500,0.996500
155,26,7,9174,0.012000,0.996800
156,6,11,8898,0.011600,0.997100
157,8,7,8849,0.011500,0.997400
158,6,37,7871,0.010300,0.997700
159,32,27,7685,0.010000,0.997900
160,22,31,7462,0.009700,0.998200
161,31,22,7120,0.009300,0.998400
162,17,26,7069,0.009200,0.998700
163,29,28,5282,0.006900,0.998900
164,37,21,4716,0.006100,0.999000
165,29,33,3876,0.005100,0.999200
166,35,26,3855,0.005000,0.999300
167,3,6,3395,0.004400,0.999400
168,6,17,3106,0.004000,0.999500
169,2,14,2885,0.003800,0.999600
170,14,7,2814,0.003700,0.999700
171,10,9,2030,0.002600,0.999800
172,10,10,1876,0.002400,0.999800
173,7,27,1792,0.002300,0.999900
174,3,4,948,0.001200,0.999900
175,3,12,886,0.001200,1.000000
176,30,11,769,0.001000,1.000000
177,5,13,122,0.000200,1.000000
178,1,4,79,0.000100,1.000000
