REGION,BASELINE,OTHER,POPULATION,DISTRICT%,CUMULATIVE%
113,20,25,78304,0.102100,0.937900
114,33,32,77445,0.101000,0.940600
115,28,36,76474,0.099700,0.943200
116,8,27,74327,0.096900,0.945700
117,4,15,74003,0.096500,0.948300
118,31,32,69872,0.091100,0.950700
119,6,1,69289,0.090300,0.953100
120,13,34,68773,0.089700,0.955400
121,12,8,65956,0.086000,0.957700
122,35,30,65178,0.085000,0.959900
123,14,31,63335,0.082600,0.962100
124,34,33,57178,0.074500,0.964100
125,21,36,55719,0.072600,0.966000
126,15,17,55448,0.072300,0.967900
127,9,16,54859,0.071500,0.969800
128,38,23,54209,0.070700,0.971600
129,1,15,49906,0.065100,0.973300
130,31,5,47550,0.062000,0.975000
131,1,22,46619,0.060800,0.976600
132,11,6,41119,0.053600,0.978000
133,17,4,34174,0.044600,0.979100
134,36,13,32676,0.042600,0.980300
135,8,10,29655,0.038700,0.981300
136,12,1,26795,0.034900,0.982200
137,11,5,26681,0.034800,0.983100
138,24,22,26681,0.034800,0.984000
139,30,12,26035,0.033900,0.984900
140,29,22,25355,0.033100,0.985800
141,21,7,24950,0.032500,0.986600
142,14,27,24719,0.032200,0.987500
143,30,17,23013,0.030000,0.988300
144,5,11,19963,0.026000,0.989000
145,22,10,19927,0.026000,0.989700
146,30,30,19456,0.025400,0.990300
147,3,12,19006,0.024800,0.991000
148,22,38,18953,0.024700,0.991600
149,21,2,18098,0.023600,0.992200
150,34,4,17632,0.023000,0.992800
151,34,6,16621,0.021700,0.993400
152,11,17,16248,0.021200,0.994000
153,16,23,15538,0.020300,0.994500
154,6,17,14030,0.018300,0.995000
155,20,26,13969,0.018200,0.995500
156,36,33,13392,0.017500,0.995900
157,15,11,12990,0.016900,0.996400
158,11,4,12391,0.016200,0.996800
159,19,21,11706,0.015300,0.997200
160,30,31,10835,0.014100,0.997600
161,33,6,7697,0.010000,0.997800
162,24,29,7355,0.009600,0.998100
163,35,12,7121,0.009300,0.998300
164,26,7,6771,0.008800,0.998600
165,7,38,6444,0.008400,0.998800
166,27,9,5639,0.007400,0.999000
167,16,15,5417,0.007100,0.999200
168,3,31,5367,0.007000,0.999400
169,3,26,3506,0.004600,0.999500
170,13,27,3400,0.004400,0.999600
171,20,13,3241,0.004200,0.999700
172,1,28,2479,0.003200,0.999800
173,12,6,1827,0.002400,0.999800
174,1,10,1709,0.002200,0.999900
175,1,34,1434,0.001900,1.000000
176,18,27,888,0.001200,1.000000
177,15,21,375,0.000500,1.000000
178,24,2,7,0.000000,1.000000
