REGION,BASELINE,OTHER,POPULATION,DISTRICT%,CUMULATIVE%
99,49,6,111153,0.146200,0.916300
100,33,47,109548,0.144100,0.919100
101,17,30,107667,0.141600,0.921800
102,40,44,102719,0.135100,0.924400
103,20,11,102455,0.134700,0.927000
104,38,7,96267,0.126600,0.929400
105,30,48,93229,0.122600,0.931800
106,19,35,91195,0.119900,0.934100
107,38,41,90512,0.119000,0.936400
108,34,52,90173,0.118600,0.938700
109,36,19,88783,0.116800,0.940900
110,40,5,82461,0.108500,0.943000
111,42,8,81528,0.107200,0.945100
112,48,2,80453,0.105800,0.947100
113,47,3,79582,0.104700,0.949100
114,23,39,79052,0.104000,0.951100
115,15,8,78637,0.103400,0.953100
116,33,52,77250,0.101600,0.955100
117,6,27,69463,0.091400,0.956800
118,50,15,68355,0.089900,0.958500
119,16,32,60418,0.079500,0.960100
120,1,17,58746,0.077300,0.961600
121,1,12,58291,0.076700,0.963000
122,10,25,55305,0.072700,0.964400
123,43,8,54609,0.071800,0.965800
124,29,38,54241,0.071300,0.967200
125,16,22,53876,0.070900,0.968500
126,28,37,52587,0.069200,0.969900
127,31,33,50074,0.065900,0.971100
128,33,50,48641,0.064000,0.972400
129,31,47,47210,0.062100,0.973600
130,24,34,46659,0.061400,0.974700
131,22,31,44576,0.058600,0.975900
132,7,27,44065,0.058000,0.977000
133,32,48,41185,0.054200,0.978000
134,18,28,39791,0.052300,0.979000
135,35,34,39500,0.051900,0.980000
136,5,19,37821,0.049700,0.981000
137,5,14,37765,0.049700,0.981900
138,39,46,37126,0.048800,0.982900
139,4,18,35346,0.046500,0.983800
140,19,32,34417,0.045300,0.984600
141,23,35,32735,0.043100,0.985500
142,22,33,31276,0.041100,0.986300
143,2,14,28724,0.037800,0.987000
144,23,40,28077,0.036900,0.987700
145,21,34,27958,0.036800,0.988400
146,30,41,25994,0.034200,0.989100
147,22,35,24871,0.032700,0.989700
148,32,50,24773,0.032600,0.990300
149,52,28,24496,0.032200,0.990900
150,31,42,24195,0.031800,0.991600
151,15,4,24055,0.031600,0.992200
152,11,24,22576,0.029700,0.992700
153,11,12,21822,0.028700,0.993300
154,14,28,21427,0.028200,0.993800
155,32,33,21225,0.027900,0.994400
156,20,12,19346,0.025400,0.994900
157,1,13,18720,0.024600,0.995300
158,22,32,16800,0.022100,0.995800
159,31,49,14974,0.019700,0.996100
160,35,32,13517,0.017800,0.996500
161,37,45,12245,0.016100,0.996800
162,17,33,11160,0.014700,0.997100
163,30,33,10003,0.013200,0.997300
164,4,15,7620,0.010000,0.997500
165,51,18,6737,0.008900,0.997700
166,6,23,5994,0.007900,0.997800
167,50,10,5837,0.007700,0.998000
168,31,46,5751,0.007600,0.998100
169,18,31,5545,0.007300,0.998300
170,1,14,5542,0.007300,0.998400
171,25,33,5032,0.006600,0.998500
172,10,28,4987,0.006600,0.998700
173,28,39,4951,0.006500,0.998800
174,7,24,4939,0.006500,0.998900
175,7,13,4740,0.006200,0.999000
176,40,7,4467,0.005900,0.999100
177,33,48,4207,0.005500,0.999200
178,28,52,3875,0.005100,0.999300
179,27,38,3669,0.004800,0.999400
180,27,50,3434,0.004500,0.999500
181,17,22,3381,0.004400,0.999600
182,26,38,3203,0.004200,0.999700
183,19,40,2591,0.003400,0.999800
184,52,19,2182,0.002900,0.999800
185,30,43,1685,0.002200,0.999900
186,11,13,1462,0.001900,0.999900
187,30,8,1208,0.001600,0.999900
188,17,8,941,0.001200,0.999900
189,47,4,779,0.001000,1.000000
190,45,33,702,0.000900,1.000000
191,10,18,445,0.000600,1.000000
192,3,16,70,0.000100,1.000000
193,43,4,59,0.000100,1.000000
194,51,28,44,0.000100,1.000000
195,37,43,9,0.000000,1.000000
196,17,31,0,0.000000,1.000000
197,35,22,0,0.000000,1.000000
